"","Month","Year_mon","variable","value","Wtr_Year"
"12130","September",Sep 1985,"A315",315.8534,1985
"12131","October",Oct 1985,"A315",304.157,1986
"12132","November",Nov 1985,"A315",NA,1986
"12133","December",Dec 1985,"A315",1168.482,1986
"12134","January",Jan 1986,"A315",804.4992,1986
"12135","February",Feb 1986,"A315",930.2046,1986
"12136","March",Mar 1986,"A315",611.1875,1986
"12137","April",Apr 1986,"A315",394.8041,1986
"12138","May",May 1986,"A315",353.8667,1986
"12139","June",Jun 1986,"A315",461.0837,1986
"12140","July",Jul 1986,"A315",189.1424,1986
"12141","August",Aug 1986,"A315",274.916,1986
"12142","September",Sep 1986,"A315",117.0146,1986
"12143","October",Oct 1986,"A315",9.7976,1987
"12144","November",Nov 1986,"A315",484.4765,1987
"12145","December",Dec 1986,"A315",723.8226,1987
"12146","January",Jan 1987,"A315",726.6369,1987
"12147","February",Feb 1987,"A315",727.575,1987
"12148","March",Mar 1987,"A315",527.3633,1987
"12149","April",Apr 1987,"A315",256.3967,1987
"12150","May",May 1987,"A315",425.9945,1987
"12151","June",Jun 1987,"A315",438.6656,1987
"12152","July",Jul 1987,"A315",410.3993,1987
"12153","August",Aug 1987,"A315",403.5764,1987
"12154","September",Sep 1987,"A315",520.5404,1987
"12155","October",Oct 1987,"A315",440.615,1988
"12156","November",Nov 1987,"A315",529.3127,1988
"12157","December",Dec 1987,"A315",1609.389,1988
"12158","January",Jan 1988,"A315",1130.958,1988
"12159","February",Feb 1988,"A315",962.1,1988
"12160","March",Mar 1988,"A315",758.5323,1988
"12161","April",Apr 1988,"A315",NA,1988
"12162","May",May 1988,"A315",471.8054,1988
"12163","June",Jun 1988,"A315",419.1716,1988
"12164","July",Jul 1988,"A315",411.374,1988
"12165","August",Aug 1988,"A315",380.1836,1988
"12166","September",Sep 1988,"A315",353.8667,1988
"12167","October",Oct 1988,"A315",514.6922,1989
"12168","November",Nov 1988,"A315",661.908,1989
"12169","December",Dec 1988,"A315",651.1502,1989
"12170","January",Jan 1989,"A315",892.6806,1989
"12171","February",Feb 1989,"A315",848.5899,1989
"12172","March",Mar 1989,"A315",698.4939,1989
"12173","April",Apr 1989,"A315",552.7055,1989
"12174","May",May 1989,"A315",665.6604,1989
"12175","June",Jun 1989,"A315",834.5184,1989
"12176","July",Jul 1989,"A315",416.2475,1989
"12177","August",Aug 1989,"A315",479.603,1989
"12178","September",Sep 1989,"A315",522.4898,1989
"12179","October",Oct 1989,"A315",487.4006,1990
"12180","November",Nov 1989,"A315",860.7852,1990
"12181","December",Dec 1989,"A315",980.862,1990
"12182","January",Jan 1990,"A315",NA,1990
"12183","February",Feb 1990,"A315",606.314,1990
"12184","March",Mar 1990,"A315",499.097,1990
"12185","April",Apr 1990,"A315",508.844,1990
"12186","May",May 1990,"A315",469.856,1990
"12187","June",Jun 1990,"A315",255.422,1990
"12188","July",Jul 1990,"A315",489.35,1990
"12189","August",Aug 1990,"A315",450.362,1990
"12190","September",Sep 1990,"A315",430.868,1990
"12191","October",Oct 1990,"A315",382.133,1991
"12192","November",Nov 1990,"A315",NA,1991
"12193","December",Dec 1990,"A315",NA,1991
"12194","January",Jan 1991,"A315",727.575,1991
"12195","February",Feb 1991,"A315",661.908,1991
"12196","March",Mar 1991,"A315",528.338,1991
"12197","April",Apr 1991,"A315",313.904,1991
"12198","May",May 1991,"A315",362.639,1991
"12199","June",Jun 1991,"A315",699.432,1991
"12200","July",Jul 1991,"A315",877.671,1991
"12201","August",Aug 1991,"A315",1055.91,1991
"12202","September",Sep 1991,"A315",1149.72,1991
"12203","October",Oct 1991,"A315",1337.34,1992
"12204","November",Nov 1991,"A315",661.908,1992
"12205","December",Dec 1991,"A315",736.956,1992
"12206","January",Jan 1992,"A315",765.099,1992
"12207","February",Feb 1992,"A315",352.892,1992
"12208","March",Mar 1992,"A315",671.289,1992
"12209","April",Apr 1992,"A315",494.2235,1992
"12210","May",May 1992,"A315",655.049,1992
"12211","June",Jun 1992,"A315",727.189,1992
"12212","July",Jul 1992,"A315",645.302,1992
"12213","August",Aug 1992,"A315",793.242,1992
"12214","September",Sep 1992,"A315",962.1,1992
"12215","October",Oct 1992,"A315",608.6455,1993
"12216","November",Nov 1992,"A315",538.085,1993
"12217","December",Dec 1992,"A315",741.6465,1993
"12218","January",Jan 1993,"A315",872.9805,1993
"12219","February",Feb 1993,"A315",1055.91,1993
"12220","March",Mar 1993,"A315",547.832,1993
"12221","April",Apr 1993,"A315",421.121,1993
"12222","May",May 1993,"A315",352.892,1993
"12223","June",Jun 1993,"A315",226.181,1993
"12224","July",Jul 1993,"A315",586.82,1993
"12225","August",Aug 1993,"A315",265.169,1993
"12226","September",Sep 1993,"A315",333.398,1993
"12227","October",Oct 1993,"A315",99.47,1994
"12228","November",Nov 1993,"A315",538.085,1994
"12229","December",Dec 1993,"A315",614.617,1994
"12230","January",Jan 1994,"A315",713.5035,1994
"12231","February",Feb 1994,"A315",700.51,1994
"12232","March",Mar 1994,"A315",690.051,1994
"12233","April",Apr 1994,"A315",568.3007,1994
"12234","May",May 1994,"A315",471.8054,1994
"12235","June",Jun 1994,"A315",267.1184,1994
"12236","July",Jul 1994,"A315",238.8521,1994
"12237","August",Aug 1994,"A315",106.2929,1994
"12238","September",Sep 1994,"A315",50.735,1994
"12239","October",Oct 1994,"A315",194.3408,1995
"12240","November",Nov 1994,"A315",633.966066666667,1995
"12241","December",Dec 1994,"A315",527.3633,1995
"12242","January",Jan 1995,"A315",827.395166666667,1995
"12243","February",Feb 1995,"A315",715.3797,1995
"12244","March",Mar 1995,"A315",414.2981,1995
"12245","April",Apr 1995,"A315",338.2715,1995
"12246","May",May 1995,"A315",409.4246,1995
"12247","June",Jun 1995,"A315",234.9533,1995
"12248","July",Jul 1995,"A315",169.6484,1995
"12249","August",Aug 1995,"A315",590.2129,1995
"12250","September",Sep 1995,"A315",99.47,1995
"12251","October",Oct 1995,"A315",198.8894,1996
"12252","November",Nov 1995,"A315",291.4859,1996
"12253","December",Dec 1995,"A315",495.1982,1996
"12254","January",Jan 1996,"A315",542.9585,1996
"12255","February",Feb 1996,"A315",382.133,1996
"12256","March",Mar 1996,"A315",423.0704,1996
"12257","April",Apr 1996,"A315",322.0265,1996
"12258","May",May 1996,"A315",229.1051,1996
"12259","June",Jun 1996,"A315",399.6776,1996
"12260","July",Jul 1996,"A315",612.1622,1996
"12261","August",Aug 1996,"A315",645.302,1996
"12262","September",Sep 1996,"A315",662.8461,1996
"12263","October",Oct 1996,"A315",493.2488,1997
"12264","November",Nov 1996,"A315",513.7175,1997
"12265","December",Dec 1996,"A315",656.9984,1997
"12266","January",Jan 1997,"A315",907.22115,1997
"12267","February",Feb 1997,"A315",624.8333,1997
"12268","March",Mar 1997,"A315",285.6377,1997
"12269","April",Apr 1997,"A315",363.6137,1997
"12270","May",May 1997,"A315",297.3341,1997
"12271","June",Jun 1997,"A315",178.4207,1997
"12272","July",Jul 1997,"A315",291.4859,1997
"12273","August",Aug 1997,"A315",827.9517,1997
"12274","September",Sep 1997,"A315",522.4898,1997
"12275","October",Oct 1997,"A315",379.5338,1998
"12276","November",Nov 1997,"A315",684.4224,1998
"12277","December",Dec 1997,"A315",535.64825,1998
"12278","January",Jan 1998,"A315",668.92375,1998
"12279","February",Feb 1998,"A315",569.2754,1998
"12280","March",Mar 1998,"A315",410.3993,1998
"12281","April",Apr 1998,"A315",451.3367,1998
"12282","May",May 1998,"A315",597.5761,1998
"12283","June",Jun 1998,"A315",483.5018,1998
"12284","July",Jul 1998,"A315",440.615,1998
"12285","August",Aug 1998,"A315",690.9891,1998
"12286","September",Sep 1998,"A315",374.3354,1998
"12287","October",Oct 1998,"A315",792.00265,1999
"12288","November",Nov 1998,"A315",632.6309,1999
"12289","December",Dec 1998,"A315",921.29265,1999
"12290","January",Jan 1999,"A315",850.4661,1999
"12291","February",Feb 1999,"A315",587.9524,1999
"12292","March",Mar 1999,"A315",544.9079,1999
"12293","April",Apr 1999,"A315",620.9345,1999
"12294","May",May 1999,"A315",447.4379,1999
"12295","June",Jun 1999,"A315",583.8959,1999
"12296","July",Jul 1999,"A315",314.8787,1999
"12297","August",Aug 1999,"A315",716.3178,1999
"12298","September",Sep 1999,"A315",1337.34,1999
"12299","October",Oct 1999,"A315",520.5404,2000
"12300","November",Nov 1999,"A315",254.4473,2000
"12301","December",Dec 1999,"A315",671.7997,2000
"12302","January",Jan 2000,"A315",692.8653,2000
"12303","February",Feb 2000,"A315",554.9798,2000
"12304","March",Mar 2000,"A315",487.4006,2000
"12305","April",Apr 2000,"A315",465.9572,2000
"12306","May",May 2000,"A315",327.5498,2000
"12307","June",Jun 2000,"A315",359.7149,2000
"12308","July",Jul 2000,"A315",407.4752,2000
"12309","August",Aug 2000,"A315",515.6669,2000
"12310","September",Sep 2000,"A315",408.4499,2000
"12311","October",Oct 2000,"A315",927.3903,2001
"12312","November",Nov 2000,"A315",445.4885,2001
"12313","December",Dec 2000,"A315",557.579,2001
"12314","January",Jan 2001,"A315",710.6892,2001
"12315","February",Feb 2001,"A315",753.8418,2001
"12316","March",Mar 2001,"A315",595.5923,2001
"12317","April",Apr 2001,"A315",493.73615,2001
"12318","May",May 2001,"A315",316.8281,2001
"12319","June",Jun 2001,"A315",593.6429,2001
"12320","July",Jul 2001,"A315",311.9546,2001
"12321","August",Aug 2001,"A315",308.0558,2001
"12322","September",Sep 2001,"A315",373.3607,2001
"12323","October",Oct 2001,"A315",673.1652,2002
"12324","November",Nov 2001,"A315",695.6796,2002
"12325","December",Dec 2001,"A315",843.8994,2002
"12326","January",Jan 2002,"A315",706.06345,2002
"12327","February",Feb 2002,"A315",609.292966666667,2002
"12328","March",Mar 2002,"A315",589.7441,2002
"12329","April",Apr 2002,"A315",512.25545,2002
"12330","May",May 2002,"A315",412.3487,2002
"12331","June",Jun 2002,"A315",446.95055,2002
"12332","July",Jul 2002,"A315",559.5284,2002
"12333","August",Aug 2002,"A315",412.3487,2002
"12334","September",Sep 2002,"A315",521.5151,2002
"12335","October",Oct 2002,"A315",467.41925,2003
"12336","November",Nov 2002,"A315",604.3951,2003
"12337","December",Dec 2002,"A315",515.17955,2003
"12338","January",Jan 2003,"A315",780.3826,2003
"12339","February",Feb 2003,"A315",1074.672,2003
"12340","March",Mar 2003,"A315",492.2741,2003
"12341","April",Apr 2003,"A315",330.96125,2003
"12342","May",May 2003,"A315",337.2968,2003
"12343","June",Jun 2003,"A315",441.5897,2003
"12344","July",Jul 2003,"A315",274.916,2003
"12345","August",Aug 2003,"A315",145.2809,2003
"12346","September",Sep 2003,"A315",216.434,2003
"12347","October",Oct 2003,"A315",387.49385,2004
"12348","November",Nov 2003,"A315",552.7055,2004
"12349","December",Dec 2003,"A315",607.2887,2004
"12350","January",Jan 2004,"A315",549.7814,2004
"12351","February",Feb 2004,"A315",784.7991,2004
"12352","March",Mar 2004,"A315",535.1609,2004
"12353","April",Apr 2004,"A315",377.2595,2004
"12354","May",May 2004,"A315",227.1557,2004
"12355","June",Jun 2004,"A315",149.1797,2004
"12356","July",Jul 2004,"A315",100.4447,2004
"12357","August",Aug 2004,"A315",82.99757,2004
"12358","September",Sep 2004,"A315",84.94697,2004
"12359","October",Oct 2004,"A315",84.8495,2005
"12360","November",Nov 2004,"A315",226.181,2005
"12361","December",Dec 2004,"A315",374.3354,2005
"12362","January",Jan 2005,"A315",555.6296,2005
"12363","February",Feb 2005,"A315",580.9718,2005
"12364","March",Mar 2005,"A315",430.868,2005
"12365","April",Apr 2005,"A315",235.928,2005
"12366","May",May 2005,"A315",244.7003,2005
"12367","June",Jun 2005,"A315",126.7616,2005
"12368","July",Jul 2005,"A315",175.4966,2005
"12369","August",Aug 2005,"A315",297.3341,2005
"12370","September",Sep 2005,"A315",168.6737,2005
"12371","October",Oct 2005,"A315",423.0704,2006
"12372","November",Nov 2005,"A315",483.5018,2006
"12373","December",Dec 2005,"A315",605.3393,2006
"12374","January",Jan 2006,"A315",756.6561,2006
"12375","February",Feb 2006,"A315",659.9225,2006
"12376","March",Mar 2006,"A315",379.2089,2006
"12377","April",Apr 2006,"A315",295.3847,2006
"12378","May",May 2006,"A315",431.8427,2006
"12379","June",Jun 2006,"A315",271.9919,2006
"12380","July",Jul 2006,"A315",245.675,2006
"12381","August",Aug 2006,"A315",104.3435,2006
"12382","September",Sep 2006,"A315",153.4034,2006
"12383","October",Oct 2006,"A315",72.1784,2007
"12384","November",Nov 2006,"A315",265.169,2007
"12385","December",Dec 2006,"A315",470.8307,2007
"12386","January",Jan 2007,"A315",488,2007
"12387","February",Feb 2007,"A315",491,2007
"12388","March",Mar 2007,"A315",300,2007
"12389","April",Apr 2007,"A315",373,2007
"12390","May",May 2007,"A315",297.5,2007
"12391","June",Jun 2007,"A315",272,2007
"12392","July",Jul 2007,"A315",37,2007
"12393","August",Aug 2007,"A315",72.9,2007
"12394","September",Sep 2007,"A315",31,2007
"12395","October",Oct 2007,"A315",69,2008
"12396","November",Nov 2007,"A315",171,2008
"12397","December",Dec 2007,"A315",673.5,2008
"12398","January",Jan 2008,"A315",463,2008
"12399","February",Feb 2008,"A315",491,2008
"12400","March",Mar 2008,"A315",312,2008
"12401","April",Apr 2008,"A315",122,2008
"12402","May",May 2008,"A315",263,2008
"12403","June",Jun 2008,"A315",251.333333333333,2008
"12404","July",Jul 2008,"A315",87.4,2008
"12405","August",Aug 2008,"A315",100.7,2008
"12406","September",Sep 2008,"A315",40,2008
"12407","October",Oct 2008,"A315",54.8,2009
"12408","November",Nov 2008,"A315",133,2009
"12409","December",Dec 2008,"A315",400,2009
"12410","January",Jan 2009,"A315",NA,2009
"12411","February",Feb 2009,"A315",NA,2009
"12412","March",Mar 2009,"A315",NA,2009
"12413","April",Apr 2009,"A315",NA,2009
"12414","May",May 2009,"A315",NA,2009
"12415","June",Jun 2009,"A315",NA,2009
"12416","July",Jul 2009,"A315",NA,2009
"12417","August",Aug 2009,"A315",NA,2009
"12418","September",Sep 2009,"A315",NA,2009
"12419","October",Oct 2009,"A315",NA,2010
"12420","November",Nov 2009,"A315",NA,2010
"12421","December",Dec 2009,"A315",NA,2010
"12422","January",Jan 2010,"A315",NA,2010
"12423","February",Feb 2010,"A315",NA,2010
"12424","March",Mar 2010,"A315",NA,2010
"12425","April",Apr 2010,"A315",NA,2010
"12426","May",May 2010,"A315",NA,2010
"12427","June",Jun 2010,"A315",NA,2010
"12428","July",Jul 2010,"A315",NA,2010
"12429","August",Aug 2010,"A315",NA,2010
"12430","September",Sep 2010,"A315",NA,2010
"12431","October",Oct 2010,"A315",NA,2011
"12432","November",Nov 2010,"A315",NA,2011
"12433","December",Dec 2010,"A315",NA,2011
"12434","January",Jan 2011,"A315",NA,2011
"12435","February",Feb 2011,"A315",NA,2011
"12436","March",Mar 2011,"A315",NA,2011
"12437","April",Apr 2011,"A315",NA,2011
"12438","May",May 2011,"A315",NA,2011
"12439","June",Jun 2011,"A315",NA,2011
"12440","July",Jul 2011,"A315",NA,2011
"12441","August",Aug 2011,"A315",NA,2011
"12442","September",Sep 2011,"A315",NA,2011
"12443","October",Oct 2011,"A315",NA,2012
"12444","November",Nov 2011,"A315",NA,2012
"12445","December",Dec 2011,"A315",NA,2012
"12446","January",Jan 2012,"A315",NA,2012
"12447","February",Feb 2012,"A315",NA,2012
"12448","March",Mar 2012,"A315",NA,2012
"12449","April",Apr 2012,"A315",NA,2012
"12450","May",May 2012,"A315",NA,2012
"12451","June",Jun 2012,"A315",NA,2012
"12452","July",Jul 2012,"A315",NA,2012
"12453","August",Aug 2012,"A315",NA,2012
"12454","September",Sep 2012,"A315",NA,2012
"12455","October",Oct 2012,"A315",NA,2013
"12456","November",Nov 2012,"A315",NA,2013
"12457","December",Dec 2012,"A315",NA,2013
"12458","January",Jan 2013,"A315",NA,2013
"12459","February",Feb 2013,"A315",489,2013
"12460","March",Mar 2013,"A315",345,2013
"12461","April",Apr 2013,"A315",367,2013
"12462","May",May 2013,"A315",320,2013
"12463","June",Jun 2013,"A315",204.5,2013
"12464","July",Jul 2013,"A315",NA,2013
"12465","August",Aug 2013,"A315",282,2013
"12466","September",Sep 2013,"A315",272,2013
"12467","October",Oct 2013,"A315",347,2014
"12468","November",Nov 2013,"A315",256,2014
"12469","December",Dec 2013,"A315",334,2014
"12470","January",Jan 2014,"A315",456,2014
"12471","February",Feb 2014,"A315",447,2014
"12472","March",Mar 2014,"A315",331,2014
"12473","April",Apr 2014,"A315",242,2014
"12474","May",May 2014,"A315",218,2014
"12475","June",Jun 2014,"A315",311,2014
"12476","July",Jul 2014,"A315",205,2014
"12477","August",Aug 2014,"A315",217,2014
"12478","September",Sep 2014,"A315",577,2014
"12479","October",Oct 2014,"A315",303,2015
"12480","November",Nov 2014,"A315",304,2015
"12481","December",Dec 2014,"A315",332,2015
"12482","January",Jan 2015,"A315",526,2015
"12483","February",Feb 2015,"A315",445,2015
"12484","March",Mar 2015,"A315",354,2015
"12485","April",Apr 2015,"A315",166,2015
"12486","May",May 2015,"A315",372,2015
"12487","June",Jun 2015,"A315",338,2015
"12488","July",Jul 2015,"A315",145,2015
"12489","August",Aug 2015,"A315",116,2015
"12490","September",Sep 2015,"A315",103,2015
"12491","October",Oct 2015,"A315",238,2016
"12492","November",Nov 2015,"A315",485,2016
"12493","December",Dec 2015,"A315",603,2016
"12494","January",Jan 2016,"A315",574,2016
"12495","February",Feb 2016,"A315",508,2016
"12496","March",Mar 2016,"A315",349,2016
"12497","April",Apr 2016,"A315",309,2016
"12498","May",May 2016,"A315",384,2016
"12499","June",Jun 2016,"A315",14,2016
"12500","July",Jul 2016,"A315",36,2016
"12501","August",Aug 2016,"A315",52.15,2016
"12502","September",Sep 2016,"A315",199,2016
"12503","October",Oct 2016,"A315",290,2017
"12504","November",Nov 2016,"A315",200,2017
"12505","December",Dec 2016,"A315",466,2017
"12506","January",Jan 2017,"A315",404,2017
"12507","February",Feb 2017,"A315",398,2017
"12508","March",Mar 2017,"A315",179,2017
"12509","April",Apr 2017,"A315",302,2017
"12510","May",May 2017,"A315",250,2017
"12511","June",Jun 2017,"A315",393,2017
"12512","July",Jul 2017,"A315",319,2017
"12513","August",Aug 2017,"A315",192,2017
"12514","September",Sep 2017,"A315",153,2017
"12515","October",Oct 2017,"A315",558,2018
"12516","November",Nov 2017,"A315",389,2018
"12517","December",Dec 2017,"A315",380,2018
"12518","January",Jan 2018,"A315",414.5,2018
"12519","February",Feb 2018,"A315",463,2018
"12520","March",Mar 2018,"A315",293,2018
"12521","April",Apr 2018,"A315",205,2018
"12522","May",May 2018,"A315",300,2018
"12523","June",Jun 2018,"A315",451,2018
"12524","July",Jul 2018,"A315",107,2018
"12525","August",Aug 2018,"A315",112,2018
"12526","September",Sep 2018,"A315",167,2018
"12527","October",Oct 2018,"A315",301,2019
"12528","November",Nov 2018,"A315",273,2019
"12529","December",Dec 2018,"A315",416,2019
"12530","January",Jan 2019,"A315",462,2019
"12531","February",Feb 2019,"A315",513,2019
"12532","March",Mar 2019,"A315",321,2019
"12533","April",Apr 2019,"A315",129,2019
"12534","May",May 2019,"A315",331,2019
"12535","June",Jun 2019,"A315",29,2019
"12536","July",Jul 2019,"A315",28,2019
"12537","August",Aug 2019,"A315",44.95,2019
"12538","September",Sep 2019,"A315",113,2019
"12539","October",Oct 2019,"A315",263,2020
"12540","November",Nov 2019,"A315",267,2020
"12541","December",Dec 2019,"A315",568,2020
"12542","January",Jan 2020,"A315",691,2020
"12543","February",Feb 2020,"A315",254,2020
"12544","March",Mar 2020,"A315",455,2020
"12545","May",May 2020,"A315",NA,2020
