"","Month","Year_mon","variable","value","Wtr_Year"
"39036","April",Apr 1994,"SNQDUVALL",NA,1994
"39037","May",May 1994,"SNQDUVALL",NA,1994
"39038","June",Jun 1994,"SNQDUVALL",NA,1994
"39039","July",Jul 1994,"SNQDUVALL",NA,1994
"39040","August",Aug 1994,"SNQDUVALL",NA,1994
"39041","September",Sep 1994,"SNQDUVALL",NA,1994
"39042","October",Oct 1994,"SNQDUVALL",NA,1995
"39043","November",Nov 1994,"SNQDUVALL",NA,1995
"39044","December",Dec 1994,"SNQDUVALL",NA,1995
"39045","January",Jan 1995,"SNQDUVALL",NA,1995
"39046","February",Feb 1995,"SNQDUVALL",NA,1995
"39047","March",Mar 1995,"SNQDUVALL",NA,1995
"39048","April",Apr 1995,"SNQDUVALL",NA,1995
"39049","May",May 1995,"SNQDUVALL",NA,1995
"39050","June",Jun 1995,"SNQDUVALL",NA,1995
"39051","July",Jul 1995,"SNQDUVALL",NA,1995
"39052","August",Aug 1995,"SNQDUVALL",NA,1995
"39053","September",Sep 1995,"SNQDUVALL",NA,1995
"39054","October",Oct 1995,"SNQDUVALL",NA,1996
"39055","November",Nov 1995,"SNQDUVALL",NA,1996
"39056","December",Dec 1995,"SNQDUVALL",NA,1996
"39057","January",Jan 1996,"SNQDUVALL",NA,1996
"39058","February",Feb 1996,"SNQDUVALL",NA,1996
"39059","March",Mar 1996,"SNQDUVALL",NA,1996
"39060","April",Apr 1996,"SNQDUVALL",NA,1996
"39061","May",May 1996,"SNQDUVALL",NA,1996
"39062","June",Jun 1996,"SNQDUVALL",NA,1996
"39063","July",Jul 1996,"SNQDUVALL",NA,1996
"39064","August",Aug 1996,"SNQDUVALL",NA,1996
"39065","September",Sep 1996,"SNQDUVALL",NA,1996
"39066","October",Oct 1996,"SNQDUVALL",NA,1997
"39067","November",Nov 1996,"SNQDUVALL",NA,1997
"39068","December",Dec 1996,"SNQDUVALL",NA,1997
"39069","January",Jan 1997,"SNQDUVALL",NA,1997
"39070","February",Feb 1997,"SNQDUVALL",NA,1997
"39071","March",Mar 1997,"SNQDUVALL",NA,1997
"39072","April",Apr 1997,"SNQDUVALL",NA,1997
"39073","May",May 1997,"SNQDUVALL",NA,1997
"39074","June",Jun 1997,"SNQDUVALL",NA,1997
"39075","July",Jul 1997,"SNQDUVALL",NA,1997
"39076","August",Aug 1997,"SNQDUVALL",NA,1997
"39077","September",Sep 1997,"SNQDUVALL",NA,1997
"39078","October",Oct 1997,"SNQDUVALL",NA,1998
"39079","November",Nov 1997,"SNQDUVALL",NA,1998
"39080","December",Dec 1997,"SNQDUVALL",NA,1998
"39081","January",Jan 1998,"SNQDUVALL",NA,1998
"39082","February",Feb 1998,"SNQDUVALL",NA,1998
"39083","March",Mar 1998,"SNQDUVALL",NA,1998
"39084","April",Apr 1998,"SNQDUVALL",NA,1998
"39085","May",May 1998,"SNQDUVALL",NA,1998
"39086","June",Jun 1998,"SNQDUVALL",NA,1998
"39087","July",Jul 1998,"SNQDUVALL",NA,1998
"39088","August",Aug 1998,"SNQDUVALL",NA,1998
"39089","September",Sep 1998,"SNQDUVALL",NA,1998
"39090","October",Oct 1998,"SNQDUVALL",NA,1999
"39091","November",Nov 1998,"SNQDUVALL",NA,1999
"39092","December",Dec 1998,"SNQDUVALL",NA,1999
"39093","January",Jan 1999,"SNQDUVALL",NA,1999
"39094","February",Feb 1999,"SNQDUVALL",NA,1999
"39095","March",Mar 1999,"SNQDUVALL",NA,1999
"39096","April",Apr 1999,"SNQDUVALL",NA,1999
"39097","May",May 1999,"SNQDUVALL",NA,1999
"39098","June",Jun 1999,"SNQDUVALL",NA,1999
"39099","July",Jul 1999,"SNQDUVALL",NA,1999
"39100","August",Aug 1999,"SNQDUVALL",NA,1999
"39101","September",Sep 1999,"SNQDUVALL",NA,1999
"39102","October",Oct 1999,"SNQDUVALL",NA,2000
"39103","November",Nov 1999,"SNQDUVALL",NA,2000
"39104","December",Dec 1999,"SNQDUVALL",NA,2000
"39105","January",Jan 2000,"SNQDUVALL",NA,2000
"39106","February",Feb 2000,"SNQDUVALL",NA,2000
"39107","March",Mar 2000,"SNQDUVALL",NA,2000
"39108","April",Apr 2000,"SNQDUVALL",NA,2000
"39109","May",May 2000,"SNQDUVALL",NA,2000
"39110","June",Jun 2000,"SNQDUVALL",NA,2000
"39111","July",Jul 2000,"SNQDUVALL",NA,2000
"39112","August",Aug 2000,"SNQDUVALL",NA,2000
"39113","September",Sep 2000,"SNQDUVALL",NA,2000
"39114","October",Oct 2000,"SNQDUVALL",NA,2001
"39115","November",Nov 2000,"SNQDUVALL",NA,2001
"39116","December",Dec 2000,"SNQDUVALL",NA,2001
"39117","January",Jan 2001,"SNQDUVALL",NA,2001
"39118","February",Feb 2001,"SNQDUVALL",NA,2001
"39119","March",Mar 2001,"SNQDUVALL",NA,2001
"39120","April",Apr 2001,"SNQDUVALL",NA,2001
"39121","May",May 2001,"SNQDUVALL",NA,2001
"39122","June",Jun 2001,"SNQDUVALL",NA,2001
"39123","July",Jul 2001,"SNQDUVALL",NA,2001
"39124","August",Aug 2001,"SNQDUVALL",NA,2001
"39125","September",Sep 2001,"SNQDUVALL",NA,2001
"39126","October",Oct 2001,"SNQDUVALL",NA,2002
"39127","November",Nov 2001,"SNQDUVALL",NA,2002
"39128","December",Dec 2001,"SNQDUVALL",NA,2002
"39129","January",Jan 2002,"SNQDUVALL",NA,2002
"39130","February",Feb 2002,"SNQDUVALL",NA,2002
"39131","March",Mar 2002,"SNQDUVALL",NA,2002
"39132","April",Apr 2002,"SNQDUVALL",NA,2002
"39133","May",May 2002,"SNQDUVALL",NA,2002
"39134","June",Jun 2002,"SNQDUVALL",NA,2002
"39135","July",Jul 2002,"SNQDUVALL",NA,2002
"39136","August",Aug 2002,"SNQDUVALL",NA,2002
"39137","September",Sep 2002,"SNQDUVALL",NA,2002
"39138","October",Oct 2002,"SNQDUVALL",NA,2003
"39139","November",Nov 2002,"SNQDUVALL",NA,2003
"39140","December",Dec 2002,"SNQDUVALL",NA,2003
"39141","January",Jan 2003,"SNQDUVALL",NA,2003
"39142","February",Feb 2003,"SNQDUVALL",NA,2003
"39143","March",Mar 2003,"SNQDUVALL",NA,2003
"39144","April",Apr 2003,"SNQDUVALL",NA,2003
"39145","May",May 2003,"SNQDUVALL",NA,2003
"39146","June",Jun 2003,"SNQDUVALL",NA,2003
"39147","July",Jul 2003,"SNQDUVALL",NA,2003
"39148","August",Aug 2003,"SNQDUVALL",NA,2003
"39149","September",Sep 2003,"SNQDUVALL",NA,2003
"39150","October",Oct 2003,"SNQDUVALL",NA,2004
"39151","November",Nov 2003,"SNQDUVALL",NA,2004
"39152","December",Dec 2003,"SNQDUVALL",NA,2004
"39153","January",Jan 2004,"SNQDUVALL",NA,2004
"39154","February",Feb 2004,"SNQDUVALL",NA,2004
"39155","March",Mar 2004,"SNQDUVALL",NA,2004
"39156","April",Apr 2004,"SNQDUVALL",NA,2004
"39157","May",May 2004,"SNQDUVALL",NA,2004
"39158","June",Jun 2004,"SNQDUVALL",NA,2004
"39159","July",Jul 2004,"SNQDUVALL",NA,2004
"39160","August",Aug 2004,"SNQDUVALL",NA,2004
"39161","September",Sep 2004,"SNQDUVALL",NA,2004
"39162","October",Oct 2004,"SNQDUVALL",NA,2005
"39163","November",Nov 2004,"SNQDUVALL",NA,2005
"39164","December",Dec 2004,"SNQDUVALL",NA,2005
"39165","January",Jan 2005,"SNQDUVALL",NA,2005
"39166","February",Feb 2005,"SNQDUVALL",NA,2005
"39167","March",Mar 2005,"SNQDUVALL",NA,2005
"39168","April",Apr 2005,"SNQDUVALL",NA,2005
"39169","May",May 2005,"SNQDUVALL",NA,2005
"39170","June",Jun 2005,"SNQDUVALL",NA,2005
"39171","July",Jul 2005,"SNQDUVALL",NA,2005
"39172","August",Aug 2005,"SNQDUVALL",NA,2005
"39173","September",Sep 2005,"SNQDUVALL",NA,2005
"39174","October",Oct 2005,"SNQDUVALL",NA,2006
"39175","November",Nov 2005,"SNQDUVALL",NA,2006
"39176","December",Dec 2005,"SNQDUVALL",NA,2006
"39177","January",Jan 2006,"SNQDUVALL",NA,2006
"39178","February",Feb 2006,"SNQDUVALL",NA,2006
"39179","March",Mar 2006,"SNQDUVALL",NA,2006
"39180","April",Apr 2006,"SNQDUVALL",NA,2006
"39181","May",May 2006,"SNQDUVALL",NA,2006
"39182","June",Jun 2006,"SNQDUVALL",NA,2006
"39183","July",Jul 2006,"SNQDUVALL",NA,2006
"39184","August",Aug 2006,"SNQDUVALL",NA,2006
"39185","September",Sep 2006,"SNQDUVALL",NA,2006
"39186","October",Oct 2006,"SNQDUVALL",NA,2007
"39187","November",Nov 2006,"SNQDUVALL",NA,2007
"39188","December",Dec 2006,"SNQDUVALL",NA,2007
"39189","January",Jan 2007,"SNQDUVALL",NA,2007
"39190","February",Feb 2007,"SNQDUVALL",NA,2007
"39191","March",Mar 2007,"SNQDUVALL",NA,2007
"39192","April",Apr 2007,"SNQDUVALL",NA,2007
"39193","May",May 2007,"SNQDUVALL",NA,2007
"39194","June",Jun 2007,"SNQDUVALL",NA,2007
"39195","July",Jul 2007,"SNQDUVALL",NA,2007
"39196","August",Aug 2007,"SNQDUVALL",NA,2007
"39197","September",Sep 2007,"SNQDUVALL",NA,2007
"39198","October",Oct 2007,"SNQDUVALL",NA,2008
"39199","November",Nov 2007,"SNQDUVALL",NA,2008
"39200","December",Dec 2007,"SNQDUVALL",NA,2008
"39201","January",Jan 2008,"SNQDUVALL",NA,2008
"39202","February",Feb 2008,"SNQDUVALL",NA,2008
"39203","March",Mar 2008,"SNQDUVALL",NA,2008
"39204","April",Apr 2008,"SNQDUVALL",NA,2008
"39205","May",May 2008,"SNQDUVALL",NA,2008
"39206","June",Jun 2008,"SNQDUVALL",NA,2008
"39207","July",Jul 2008,"SNQDUVALL",NA,2008
"39208","August",Aug 2008,"SNQDUVALL",NA,2008
"39209","September",Sep 2008,"SNQDUVALL",NA,2008
"39210","October",Oct 2008,"SNQDUVALL",NA,2009
"39211","November",Nov 2008,"SNQDUVALL",NA,2009
"39212","December",Dec 2008,"SNQDUVALL",NA,2009
"39213","January",Jan 2009,"SNQDUVALL",NA,2009
"39214","February",Feb 2009,"SNQDUVALL",NA,2009
"39215","March",Mar 2009,"SNQDUVALL",NA,2009
"39216","April",Apr 2009,"SNQDUVALL",NA,2009
"39217","May",May 2009,"SNQDUVALL",NA,2009
"39218","June",Jun 2009,"SNQDUVALL",NA,2009
"39219","July",Jul 2009,"SNQDUVALL",NA,2009
"39220","August",Aug 2009,"SNQDUVALL",NA,2009
"39221","September",Sep 2009,"SNQDUVALL",NA,2009
"39222","October",Oct 2009,"SNQDUVALL",NA,2010
"39223","November",Nov 2009,"SNQDUVALL",NA,2010
"39224","December",Dec 2009,"SNQDUVALL",NA,2010
"39225","January",Jan 2010,"SNQDUVALL",NA,2010
"39226","February",Feb 2010,"SNQDUVALL",NA,2010
"39227","March",Mar 2010,"SNQDUVALL",NA,2010
"39228","April",Apr 2010,"SNQDUVALL",NA,2010
"39229","May",May 2010,"SNQDUVALL",NA,2010
"39230","June",Jun 2010,"SNQDUVALL",NA,2010
"39231","July",Jul 2010,"SNQDUVALL",NA,2010
"39232","August",Aug 2010,"SNQDUVALL",NA,2010
"39233","September",Sep 2010,"SNQDUVALL",NA,2010
"39234","October",Oct 2010,"SNQDUVALL",NA,2011
"39235","November",Nov 2010,"SNQDUVALL",NA,2011
"39236","December",Dec 2010,"SNQDUVALL",NA,2011
"39237","January",Jan 2011,"SNQDUVALL",NA,2011
"39238","February",Feb 2011,"SNQDUVALL",302,2011
"39239","March",Mar 2011,"SNQDUVALL",295,2011
"39240","April",Apr 2011,"SNQDUVALL",266,2011
"39241","May",May 2011,"SNQDUVALL",147,2011
"39242","June",Jun 2011,"SNQDUVALL",95.4,2011
"39243","July",Jul 2011,"SNQDUVALL",94.9,2011
"39244","August",Aug 2011,"SNQDUVALL",141,2011
"39245","September",Sep 2011,"SNQDUVALL",197,2011
"39246","October",Oct 2011,"SNQDUVALL",264,2012
"39247","November",Nov 2011,"SNQDUVALL",277,2012
"39248","December",Dec 2011,"SNQDUVALL",292,2012
"39249","January",Jan 2012,"SNQDUVALL",426,2012
"39250","February",Feb 2012,"SNQDUVALL",317,2012
"39251","March",Mar 2012,"SNQDUVALL",372,2012
"39252","April",Apr 2012,"SNQDUVALL",189,2012
"39253","May",May 2012,"SNQDUVALL",153,2012
"39254","June",Jun 2012,"SNQDUVALL",89.8,2012
"39255","July",Jul 2012,"SNQDUVALL",110,2012
"39256","August",Aug 2012,"SNQDUVALL",152,2012
"39257","September",Sep 2012,"SNQDUVALL",153,2012
"39258","October",Oct 2012,"SNQDUVALL",224,2013
"39259","November",Nov 2012,"SNQDUVALL",313,2013
"39260","December",Dec 2012,"SNQDUVALL",400,2013
"39261","January",Jan 2013,"SNQDUVALL",391,2013
"39262","February",Feb 2013,"SNQDUVALL",343,2013
"39263","March",Mar 2013,"SNQDUVALL",196,2013
"39264","April",Apr 2013,"SNQDUVALL",237,2013
"39265","May",May 2013,"SNQDUVALL",121,2013
"39266","June",Jun 2013,"SNQDUVALL",90.8,2013
"39267","July",Jul 2013,"SNQDUVALL",141,2013
"39268","August",Aug 2013,"SNQDUVALL",148,2013
"39269","September",Sep 2013,"SNQDUVALL",154,2013
"39270","October",Oct 2013,"SNQDUVALL",227,2014
"39271","November",Nov 2013,"SNQDUVALL",302,2014
"39272","December",Dec 2013,"SNQDUVALL",252,2014
"39273","January",Jan 2014,"SNQDUVALL",284,2014
"39274","February",Feb 2014,"SNQDUVALL",355,2014
"39275","March",Mar 2014,"SNQDUVALL",306,2014
"39276","April",Apr 2014,"SNQDUVALL",206,2014
"39277","May",May 2014,"SNQDUVALL",123,2014
"39278","June",Jun 2014,"SNQDUVALL",121,2014
"39279","July",Jul 2014,"SNQDUVALL",132,2014
"39280","August",Aug 2014,"SNQDUVALL",155,2014
"39281","September",Sep 2014,"SNQDUVALL",161,2014
"39282","October",Oct 2014,"SNQDUVALL",256,2015
"39283","November",Nov 2014,"SNQDUVALL",318,2015
"39284","December",Dec 2014,"SNQDUVALL",319,2015
"39285","January",Jan 2015,"SNQDUVALL",344,2015
"39286","February",Feb 2015,"SNQDUVALL",311,2015
"39287","March",Mar 2015,"SNQDUVALL",367,2015
"39288","April",Apr 2015,"SNQDUVALL",297,2015
"39289","May",May 2015,"SNQDUVALL",159,2015
"39290","June",Jun 2015,"SNQDUVALL",201,2015
"39291","July",Jul 2015,"SNQDUVALL",167,2015
"39292","August",Aug 2015,"SNQDUVALL",117,2015
"39293","September",Sep 2015,"SNQDUVALL",156,2015
"39294","October",Oct 2015,"SNQDUVALL",356,2016
"39295","November",Nov 2015,"SNQDUVALL",332,2016
"39296","December",Dec 2015,"SNQDUVALL",342,2016
"39297","January",Jan 2016,"SNQDUVALL",456,2016
"39298","February",Feb 2016,"SNQDUVALL",335,2016
"39299","March",Mar 2016,"SNQDUVALL",218,2016
"39300","April",Apr 2016,"SNQDUVALL",148,2016
"39301","May",May 2016,"SNQDUVALL",103,2016
"39302","June",Jun 2016,"SNQDUVALL",122,2016
"39303","July",Jul 2016,"SNQDUVALL",134,2016
"39304","August",Aug 2016,"SNQDUVALL",164,2016
"39305","September",Sep 2016,"SNQDUVALL",129,2016
"39306","October",Oct 2016,"SNQDUVALL",322.5,2017
"39307","November",Nov 2016,"SNQDUVALL",280,2017
"39308","December",Dec 2016,"SNQDUVALL",355,2017
"39309","January",Jan 2017,"SNQDUVALL",422,2017
"39310","February",Feb 2017,"SNQDUVALL",461,2017
"39311","March",Mar 2017,"SNQDUVALL",269,2017
"39312","April",Apr 2017,"SNQDUVALL",243,2017
"39313","May",May 2017,"SNQDUVALL",175,2017
"39314","June",Jun 2017,"SNQDUVALL",120,2017
"39315","July",Jul 2017,"SNQDUVALL",133,2017
"39316","August",Aug 2017,"SNQDUVALL",178.5,2017
"39317","September",Sep 2017,"SNQDUVALL",159,2017
"39318","October",Oct 2017,"SNQDUVALL",284,2018
"39319","November",Nov 2017,"SNQDUVALL",274,2018
"39320","December",Dec 2017,"SNQDUVALL",217,2018
"39321","January",Jan 2018,"SNQDUVALL",276,2018
"39322","February",Feb 2018,"SNQDUVALL",333,2018
"39323","March",Mar 2018,"SNQDUVALL",263,2018
"39324","April",Apr 2018,"SNQDUVALL",162,2018
"39325","May",May 2018,"SNQDUVALL",99.7,2018
"39326","June",Jun 2018,"SNQDUVALL",97.3,2018
"39327","July",Jul 2018,"SNQDUVALL",120,2018
"39328","August",Aug 2018,"SNQDUVALL",118,2018
"39329","September",Sep 2018,"SNQDUVALL",138,2018
"39330","October",Oct 2018,"SNQDUVALL",182,2019
"39331","November",Nov 2018,"SNQDUVALL",271,2019
"39332","December",Dec 2018,"SNQDUVALL",229,2019
"39333","January",Jan 2019,"SNQDUVALL",216,2019
"39334","February",Feb 2019,"SNQDUVALL",311,2019
"39335","March",Mar 2019,"SNQDUVALL",246,2019
"39336","April",Apr 2019,"SNQDUVALL",185,2019
"39337","May",May 2019,"SNQDUVALL",96.2,2019
"39338","June",Jun 2019,"SNQDUVALL",110,2019
"39339","July",Jul 2019,"SNQDUVALL",101,2019
"39340","August",Aug 2019,"SNQDUVALL",102,2019
"39341","September",Sep 2019,"SNQDUVALL",203,2019
"39342","October",Oct 2019,"SNQDUVALL",271,2020
"39343","November",Nov 2019,"SNQDUVALL",191,2020
"39344","December",Dec 2019,"SNQDUVALL",330,2020
"39345","January",Jan 2020,"SNQDUVALL",381,2020
"39346","February",Feb 2020,"SNQDUVALL",308,2020
"39347","March",Mar 2020,"SNQDUVALL",298,2020
"39348","May",May 2020,"SNQDUVALL",NA,2020
"39349","June",Jun 2020,"SNQDUVALL",96.4,2020
"39350","July",Jul 2020,"SNQDUVALL",112,2020
"39351","August",Aug 2020,"SNQDUVALL",158,2020
"39352","September",Sep 2020,"SNQDUVALL",122,2020
"39353","October",Oct 2020,"SNQDUVALL",162.5,2021
"39354","November",Nov 2020,"SNQDUVALL",253,2021
"39355","December",Dec 2020,"SNQDUVALL",337,2021
"39356","January",Jan 2021,"SNQDUVALL",304,2021
"39357","February",Feb 2021,"SNQDUVALL",364,2021
"39358","March",Mar 2021,"SNQDUVALL",289,2021
"39359","April",Apr 2021,"SNQDUVALL",139,2021
"39360","May",May 2021,"SNQDUVALL",86.5,2021
"39361","June",Jun 2021,"SNQDUVALL",58.9,2021
"39362","July",Jul 2021,"SNQDUVALL",113,2021
"39363","August",Aug 2021,"SNQDUVALL",102,2021
"39364","September",Sep 2021,"SNQDUVALL",272,2021
"39365","October",Oct 2021,"SNQDUVALL",157,2022
"39366","November",Nov 2021,"SNQDUVALL",281,2022
"39367","December",Dec 2021,"SNQDUVALL",258,2022
"39368","January",Jan 2022,"SNQDUVALL",274,2022
"39369","February",Feb 2022,"SNQDUVALL",268,2022
"39370","March",Mar 2022,"SNQDUVALL",240,2022
"39371","April",Apr 2022,"SNQDUVALL",212.5,2022
"39372","May",May 2022,"SNQDUVALL",130,2022
"39373","June",Jun 2022,"SNQDUVALL",97,2022
"39374","July",Jul 2022,"SNQDUVALL",120,2022
"39375","August",Aug 2022,"SNQDUVALL",172,2022
"39376","September",Sep 2022,"SNQDUVALL",120,2022
"39377","October",Oct 2022,"SNQDUVALL",74.5,2023
"39378","November",Nov 2022,"SNQDUVALL",261,2023
"39379","December",Dec 2022,"SNQDUVALL",337,2023
"39380","January",Jan 2023,"SNQDUVALL",263,2023
"39381","February",Feb 2023,"SNQDUVALL",318,2023
"39382","March",Mar 2023,"SNQDUVALL",300,2023
"39383","April",Apr 2023,"SNQDUVALL",271,2023
"39384","May",May 2023,"SNQDUVALL",91.8,2023
"39385","October",Oct 1977,"TOLT_MTH",NA,1978
"39386","November",Nov 1977,"TOLT_MTH",NA,1978
"39387","December",Dec 1977,"TOLT_MTH",NA,1978
"39388","January",Jan 1978,"TOLT_MTH",NA,1978
"39389","February",Feb 1978,"TOLT_MTH",NA,1978
"39390","March",Mar 1978,"TOLT_MTH",NA,1978
"39391","April",Apr 1978,"TOLT_MTH",NA,1978
"39392","May",May 1978,"TOLT_MTH",NA,1978
"39393","June",Jun 1978,"TOLT_MTH",NA,1978
"39394","July",Jul 1978,"TOLT_MTH",NA,1978
"39395","August",Aug 1978,"TOLT_MTH",NA,1978
"39396","September",Sep 1978,"TOLT_MTH",NA,1978
"39397","October",Oct 1978,"TOLT_MTH",NA,1979
"39398","November",Nov 1978,"TOLT_MTH",NA,1979
"39399","December",Dec 1978,"TOLT_MTH",NA,1979
"39400","January",Jan 1979,"TOLT_MTH",NA,1979
"39401","February",Feb 1979,"TOLT_MTH",NA,1979
"39402","March",Mar 1979,"TOLT_MTH",NA,1979
"39403","April",Apr 1979,"TOLT_MTH",NA,1979
"39404","May",May 1979,"TOLT_MTH",NA,1979
"39405","June",Jun 1979,"TOLT_MTH",NA,1979
"39406","July",Jul 1979,"TOLT_MTH",NA,1979
"39407","August",Aug 1979,"TOLT_MTH",NA,1979
"39408","September",Sep 1979,"TOLT_MTH",NA,1979
"39409","October",Oct 1979,"TOLT_MTH",NA,1980
"39410","November",Nov 1979,"TOLT_MTH",NA,1980
"39411","December",Dec 1979,"TOLT_MTH",NA,1980
"39412","January",Jan 1980,"TOLT_MTH",NA,1980
"39413","February",Feb 1980,"TOLT_MTH",NA,1980
"39414","March",Mar 1980,"TOLT_MTH",NA,1980
"39415","April",Apr 1980,"TOLT_MTH",NA,1980
"39416","May",May 1980,"TOLT_MTH",NA,1980
"39417","June",Jun 1980,"TOLT_MTH",NA,1980
"39418","July",Jul 1980,"TOLT_MTH",NA,1980
"39419","August",Aug 1980,"TOLT_MTH",NA,1980
"39420","September",Sep 1980,"TOLT_MTH",NA,1980
"39421","October",Oct 1980,"TOLT_MTH",NA,1981
"39422","November",Nov 1980,"TOLT_MTH",NA,1981
"39423","December",Dec 1980,"TOLT_MTH",NA,1981
"39424","January",Jan 1981,"TOLT_MTH",NA,1981
"39425","February",Feb 1981,"TOLT_MTH",NA,1981
"39426","March",Mar 1981,"TOLT_MTH",NA,1981
"39427","April",Apr 1981,"TOLT_MTH",NA,1981
"39428","May",May 1981,"TOLT_MTH",NA,1981
"39429","June",Jun 1981,"TOLT_MTH",NA,1981
"39430","July",Jul 1981,"TOLT_MTH",NA,1981
"39431","August",Aug 1981,"TOLT_MTH",NA,1981
"39432","September",Sep 1981,"TOLT_MTH",NA,1981
"39433","October",Oct 1981,"TOLT_MTH",NA,1982
"39434","November",Nov 1981,"TOLT_MTH",NA,1982
"39435","December",Dec 1981,"TOLT_MTH",NA,1982
"39436","January",Jan 1982,"TOLT_MTH",NA,1982
"39437","February",Feb 1982,"TOLT_MTH",NA,1982
"39438","March",Mar 1982,"TOLT_MTH",NA,1982
"39439","April",Apr 1982,"TOLT_MTH",NA,1982
"39440","May",May 1982,"TOLT_MTH",NA,1982
"39441","June",Jun 1982,"TOLT_MTH",NA,1982
"39442","July",Jul 1982,"TOLT_MTH",NA,1982
"39443","August",Aug 1982,"TOLT_MTH",NA,1982
"39444","September",Sep 1982,"TOLT_MTH",NA,1982
"39445","October",Oct 1982,"TOLT_MTH",NA,1983
"39446","November",Nov 1982,"TOLT_MTH",NA,1983
"39447","December",Dec 1982,"TOLT_MTH",NA,1983
"39448","January",Jan 1983,"TOLT_MTH",NA,1983
"39449","February",Feb 1983,"TOLT_MTH",NA,1983
"39450","March",Mar 1983,"TOLT_MTH",NA,1983
"39451","April",Apr 1983,"TOLT_MTH",NA,1983
"39452","May",May 1983,"TOLT_MTH",NA,1983
"39453","June",Jun 1983,"TOLT_MTH",NA,1983
"39454","July",Jul 1983,"TOLT_MTH",NA,1983
"39455","August",Aug 1983,"TOLT_MTH",NA,1983
"39456","September",Sep 1983,"TOLT_MTH",NA,1983
"39457","October",Oct 1983,"TOLT_MTH",NA,1984
"39458","November",Nov 1983,"TOLT_MTH",NA,1984
"39459","December",Dec 1983,"TOLT_MTH",NA,1984
"39460","January",Jan 1984,"TOLT_MTH",NA,1984
"39461","February",Feb 1984,"TOLT_MTH",NA,1984
"39462","March",Mar 1984,"TOLT_MTH",NA,1984
"39463","April",Apr 1984,"TOLT_MTH",NA,1984
"39464","May",May 1984,"TOLT_MTH",NA,1984
"39465","June",Jun 1984,"TOLT_MTH",NA,1984
"39466","July",Jul 1984,"TOLT_MTH",NA,1984
"39467","August",Aug 1984,"TOLT_MTH",NA,1984
"39468","September",Sep 1984,"TOLT_MTH",NA,1984
"39469","October",Oct 1984,"TOLT_MTH",NA,1985
"39470","November",Nov 1984,"TOLT_MTH",NA,1985
"39471","December",Dec 1984,"TOLT_MTH",NA,1985
"39472","January",Jan 1985,"TOLT_MTH",NA,1985
"39473","February",Feb 1985,"TOLT_MTH",NA,1985
"39474","March",Mar 1985,"TOLT_MTH",NA,1985
"39475","April",Apr 1985,"TOLT_MTH",NA,1985
"39476","May",May 1985,"TOLT_MTH",NA,1985
"39477","June",Jun 1985,"TOLT_MTH",NA,1985
"39478","July",Jul 1985,"TOLT_MTH",NA,1985
"39479","August",Aug 1985,"TOLT_MTH",NA,1985
"39480","September",Sep 1985,"TOLT_MTH",NA,1985
"39481","October",Oct 1985,"TOLT_MTH",NA,1986
"39482","November",Nov 1985,"TOLT_MTH",NA,1986
"39483","December",Dec 1985,"TOLT_MTH",NA,1986
"39484","January",Jan 1986,"TOLT_MTH",NA,1986
"39485","February",Feb 1986,"TOLT_MTH",NA,1986
"39486","March",Mar 1986,"TOLT_MTH",NA,1986
"39487","April",Apr 1986,"TOLT_MTH",NA,1986
"39488","May",May 1986,"TOLT_MTH",NA,1986
"39489","June",Jun 1986,"TOLT_MTH",NA,1986
"39490","July",Jul 1986,"TOLT_MTH",NA,1986
"39491","August",Aug 1986,"TOLT_MTH",NA,1986
"39492","September",Sep 1986,"TOLT_MTH",NA,1986
"39493","October",Oct 1986,"TOLT_MTH",NA,1987
"39494","November",Nov 1986,"TOLT_MTH",NA,1987
"39495","December",Dec 1986,"TOLT_MTH",NA,1987
"39496","January",Jan 1987,"TOLT_MTH",NA,1987
"39497","February",Feb 1987,"TOLT_MTH",NA,1987
"39498","March",Mar 1987,"TOLT_MTH",NA,1987
"39499","April",Apr 1987,"TOLT_MTH",NA,1987
"39500","May",May 1987,"TOLT_MTH",NA,1987
"39501","June",Jun 1987,"TOLT_MTH",NA,1987
"39502","July",Jul 1987,"TOLT_MTH",NA,1987
"39503","August",Aug 1987,"TOLT_MTH",NA,1987
"39504","September",Sep 1987,"TOLT_MTH",NA,1987
"39505","October",Oct 1987,"TOLT_MTH",NA,1988
"39506","November",Nov 1987,"TOLT_MTH",NA,1988
"39507","December",Dec 1987,"TOLT_MTH",NA,1988
"39508","January",Jan 1988,"TOLT_MTH",NA,1988
"39509","February",Feb 1988,"TOLT_MTH",NA,1988
"39510","March",Mar 1988,"TOLT_MTH",NA,1988
"39511","April",Apr 1988,"TOLT_MTH",NA,1988
"39512","May",May 1988,"TOLT_MTH",NA,1988
"39513","June",Jun 1988,"TOLT_MTH",NA,1988
"39514","July",Jul 1988,"TOLT_MTH",NA,1988
"39515","August",Aug 1988,"TOLT_MTH",NA,1988
"39516","September",Sep 1988,"TOLT_MTH",NA,1988
"39517","October",Oct 1988,"TOLT_MTH",NA,1989
"39518","November",Nov 1988,"TOLT_MTH",NA,1989
"39519","December",Dec 1988,"TOLT_MTH",NA,1989
"39520","January",Jan 1989,"TOLT_MTH",NA,1989
"39521","February",Feb 1989,"TOLT_MTH",NA,1989
"39522","March",Mar 1989,"TOLT_MTH",NA,1989
"39523","April",Apr 1989,"TOLT_MTH",NA,1989
